A1,A2,A3,A4,A5,C1,C2,C3,C4,C5,E1,E2,E3,E4,E5,N1,N2,N3,N4,N5,O1,O2,O3,O4,O5,gender,education,age,group
2,6,3,4,5,3,2,3,2,4,2,3,3,6,5,4,2,1,2,1,5,1,6,5,2,1,4,38,
2,6,5,5,5,5,3,4,2,5,2,2,1,4,6,2,5,5,4,1,5,5,6,6,1,1,1,17,
2,6,4,5,4,3,4,3,5,6,2,6,3,4,3,6,6,5,5,5,5,1,5,6,3,1,NA,17,
5,5,2,3,3,4,3,4,3,5,4,1,5,4,5,6,6,6,4,3,5,1,6,2,3,2,3,19,
1,6,6,6,6,5,2,4,2,3,2,2,5,6,4,3,2,1,1,2,5,2,5,5,3,2,4,56,
1,6,6,5,4,4,4,4,5,5,2,4,4,4,4,4,5,4,4,4,5,3,6,5,4,2,4,28,
2,5,5,5,3,3,2,2,4,4,2,4,4,5,5,2,2,2,4,3,5,2,4,5,3,2,3,17,
1,5,6,6,5,6,6,4,1,1,4,2,5,5,6,4,5,4,4,3,6,4,5,4,6,2,3,26,
5,5,5,6,2,5,4,3,3,1,1,2,5,5,4,5,4,5,2,4,6,5,5,5,1,2,3,46,
1,5,4,6,3,5,5,5,2,4,3,4,2,4,4,2,2,2,1,2,4,4,4,2,4,2,3,21,
6,6,6,6,6,6,6,6,1,3,5,2,5,5,6,6,6,6,3,1,2,4,5,6,2,2,3,46,
1,6,6,6,5,5,NA,5,1,2,2,2,4,6,5,2,2,2,1,2,NA,3,5,5,2,2,2,39,
2,4,4,1,2,6,6,6,1,4,6,6,1,1,4,6,6,6,6,6,3,5,1,6,5,2,3,19,
1,5,6,6,5,5,4,4,NA,1,4,4,5,3,4,4,4,5,1,1,6,1,5,6,2,2,3,25,
1,5,6,5,4,3,4,2,3,4,5,5,4,2,3,1,2,2,5,3,5,2,4,5,2,1,5,22,
2,5,5,5,5,4,4,4,3,4,2,2,4,5,5,2,3,3,3,2,4,4,4,3,3,2,NA,17,
2,5,6,6,5,5,3,2,4,4,1,2,4,5,2,5,5,3,3,2,3,2,5,6,3,2,3,27,
1,5,6,6,6,6,6,5,2,4,1,3,6,5,6,4,4,4,3,6,6,1,6,6,1,2,4,20,
3,5,5,4,6,6,6,5,1,1,5,4,6,4,6,4,4,4,4,2,6,1,6,2,1,1,5,21,
4,6,6,6,6,6,6,6,4,1,5,5,5,5,5,4,4,2,4,4,5,4,4,6,4,2,3,21,
1,6,6,6,6,2,5,5,1,2,1,1,5,6,5,2,3,1,1,2,5,4,6,4,1,2,4,55,
1,5,5,6,5,2,3,4,4,5,3,4,3,3,4,3,3,2,4,4,3,4,4,6,4,2,3,24,
2,3,5,6,5,5,5,5,2,5,5,2,4,3,2,2,1,4,1,1,4,1,6,2,2,1,4,25,
4,4,3,5,5,6,5,6,1,2,3,2,2,5,5,3,3,4,2,2,4,3,3,6,4,1,5,39,
3,6,6,6,5,3,2,5,4,4,1,3,5,5,6,5,6,6,3,2,6,1,5,5,3,2,3,39,
3,5,6,4,5,4,3,4,2,4,2,2,5,4,6,4,5,5,2,2,4,1,5,6,3,2,3,21,
1,4,4,4,4,2,3,4,2,2,5,4,4,4,3,2,2,3,5,2,5,3,3,5,2,2,5,37,
4,2,2,1,5,3,4,2,4,4,5,4,3,4,1,1,3,1,3,1,5,2,5,5,1,1,2,22,
1,6,6,4,5,5,2,4,2,3,2,3,5,5,5,1,1,1,1,1,5,2,6,6,2,2,4,24,
4,6,5,6,4,5,5,5,4,4,1,3,4,5,6,4,5,5,4,4,5,4,5,5,3,2,3,21,
3,5,5,4,5,6,6,6,1,NA,2,4,6,5,6,5,2,2,1,1,5,1,6,1,1,1,3,20,
2,4,4,6,6,6,6,1,1,6,1,6,6,5,6,6,6,6,6,2,6,1,6,6,3,1,3,19,
2,5,4,5,5,5,3,3,2,3,3,3,3,5,5,1,1,2,2,2,4,2,4,5,3,1,3,21,
2,5,5,4,5,3,5,4,2,5,2,3,4,5,5,4,4,2,3,1,5,1,5,5,2,1,5,30,
1,5,5,5,5,5,4,3,3,4,3,4,4,5,4,4,5,4,4,3,5,2,4,5,2,2,1,18,
6,5,5,4,5,5,2,5,3,5,5,5,4,2,6,6,6,6,6,2,5,3,4,6,1,2,4,53,
2,4,5,1,4,3,1,5,1,4,5,4,1,NA,3,2,6,6,5,6,3,4,1,4,3,1,3,27,
4,4,4,3,3,6,4,4,2,4,4,4,3,2,4,3,5,5,4,4,4,2,4,5,3,2,4,48,
1,6,5,5,5,6,5,5,1,5,4,4,5,5,4,1,4,4,4,2,6,4,3,5,5,2,4,30,
2,4,6,6,5,4,3,3,2,3,5,3,3,4,4,4,4,4,3,2,3,4,3,3,4,2,3,25,
2,5,5,4,4,2,2,2,4,5,4,4,4,5,5,1,2,2,5,4,6,5,5,6,1,2,4,35,
1,6,6,1,6,1,1,1,6,6,1,6,6,1,4,6,6,2,6,6,6,1,6,3,1,2,NA,17,
1,6,6,4,1,1,6,5,4,2,6,1,3,5,1,5,5,5,6,4,6,1,6,6,6,2,3,41,
3,5,6,6,5,5,4,5,1,1,1,1,3,6,4,1,1,1,1,2,5,1,4,4,2,2,3,41,
1,6,6,6,6,6,6,6,1,1,4,1,6,6,6,1,1,1,1,1,6,1,6,1,1,2,3,37,
2,5,5,4,5,5,4,5,2,3,5,2,4,5,6,4,2,4,3,2,4,2,4,4,4,2,3,60,
3,6,6,6,5,5,5,3,2,4,1,2,5,5,5,4,4,4,3,2,4,2,5,6,1,2,3,23,
2,6,5,6,6,6,6,5,1,4,4,2,5,5,6,4,NA,1,1,NA,6,4,5,5,1,1,3,53,
1,5,3,4,5,5,4,4,1,2,5,4,2,5,2,1,2,2,1,2,6,1,6,5,2,2,2,19,
1,NA,5,6,6,5,6,NA,2,6,1,1,4,6,4,3,5,3,NA,1,4,4,4,6,5,2,3,35,
3,5,2,2,4,5,3,6,1,5,3,5,1,4,2,1,3,6,6,6,6,4,3,6,1,1,2,19,
1,5,5,6,5,5,5,1,5,6,1,2,5,6,5,2,2,2,4,1,5,1,5,6,1,1,1,24,
2,4,3,6,4,4,5,5,1,2,6,5,4,4,4,3,3,4,3,5,5,4,3,5,4,2,3,21,
2,6,4,5,4,5,5,5,1,1,2,2,4,3,6,1,2,1,2,1,5,2,6,4,2,2,3,29,
4,6,6,6,5,4,3,2,2,3,2,3,5,6,4,4,4,3,3,4,2,3,4,3,3,2,4,25,
4,6,6,6,5,4,3,3,2,3,2,3,5,6,4,2,2,2,2,2,3,3,4,3,3,2,4,25,
5,5,5,6,4,6,6,4,1,1,2,2,4,5,5,1,2,2,2,5,4,2,5,2,3,2,3,18,
1,6,4,6,4,4,3,4,3,6,2,3,4,5,4,6,6,6,6,5,4,3,3,5,3,2,5,37,
6,6,6,6,6,6,6,5,1,4,2,4,5,6,6,4,4,6,NA,6,5,3,6,6,1,2,3,20,
1,5,6,6,4,4,5,5,1,1,6,4,4,5,4,1,3,4,2,4,4,4,3,4,3,2,3,21,
1,5,6,5,5,5,5,4,2,3,1,2,4,5,4,3,4,2,3,5,6,2,4,6,5,2,1,34,
1,6,6,5,6,6,4,5,2,4,1,1,4,6,5,1,2,3,1,2,3,4,5,4,2,2,2,38,
2,3,4,5,3,3,3,3,2,6,5,3,6,4,4,6,6,5,4,1,3,2,4,6,4,1,4,30,
3,5,4,4,5,5,4,4,4,6,4,4,4,4,5,2,2,6,6,5,6,1,5,6,3,1,1,16,
5,5,5,6,5,6,6,6,1,3,5,4,4,5,6,5,5,4,2,6,6,3,4,6,5,2,3,23,
1,NA,6,6,6,3,5,5,1,2,1,1,5,5,NA,2,2,1,1,2,6,1,5,6,1,2,3,22,
2,5,4,6,3,4,5,6,2,1,1,2,4,6,5,2,2,1,1,1,6,1,6,6,1,1,3,37,
2,5,4,5,5,6,5,4,1,2,5,3,2,4,3,3,2,2,2,2,2,3,4,3,4,1,4,30,
3,5,5,2,6,6,6,6,1,1,2,1,6,6,5,5,4,5,1,2,5,2,5,3,1,2,3,21,
1,4,4,6,3,3,5,4,4,4,6,5,1,1,4,6,6,6,4,2,4,2,4,4,3,2,3,32,
4,2,1,2,2,5,6,5,2,4,6,6,1,2,5,2,2,1,2,1,2,5,2,5,1,2,NA,14,
1,5,5,2,5,2,5,2,1,5,5,2,2,2,5,2,2,2,4,4,5,2,4,5,1,2,4,55,
4,5,4,6,4,4,4,2,3,4,3,1,4,5,5,NA,4,4,2,1,3,5,3,5,4,1,4,26,
1,6,6,6,6,1,6,5,2,5,2,1,6,3,6,1,4,1,5,1,6,1,5,3,1,2,5,22,
1,5,6,5,6,4,2,5,3,5,1,2,5,5,4,1,4,1,1,3,5,1,4,5,2,1,3,21,
4,4,2,5,3,4,5,5,5,NA,6,5,1,1,2,5,4,4,6,3,2,3,1,4,3,2,4,28,
1,6,5,2,5,6,4,5,1,5,3,4,3,5,4,1,1,1,4,1,5,4,2,6,2,2,5,41,
3,3,4,5,5,5,5,3,3,6,4,5,3,5,3,1,3,2,2,2,6,3,5,4,3,1,NA,17,
1,5,5,5,2,3,5,4,2,3,5,2,2,4,6,2,3,4,3,2,5,2,5,5,3,2,5,52,
5,6,6,4,6,5,5,4,2,5,2,1,6,5,5,5,5,5,4,1,6,2,6,6,1,2,1,18,
5,5,3,6,5,4,5,5,3,3,5,4,2,5,6,1,1,NA,1,1,5,2,6,NA,1,1,5,56,
5,3,5,4,4,5,4,3,1,1,3,5,3,3,5,3,3,1,3,2,3,3,2,4,3,2,5,55,
1,5,5,5,4,5,5,5,1,1,1,1,5,6,5,1,1,1,1,1,6,1,5,4,4,2,4,43,
4,5,1,5,1,4,6,6,6,4,6,4,2,1,6,5,5,4,6,3,6,4,5,6,5,1,3,22,
2,6,6,3,5,6,3,5,1,1,3,2,3,5,5,3,4,4,3,4,5,1,5,5,2,2,4,25,
5,5,2,5,1,5,5,5,2,3,4,4,5,4,5,2,3,3,2,5,5,1,5,6,2,2,3,27,
1,6,6,6,6,6,6,6,1,1,1,1,6,6,6,1,2,4,3,2,6,1,6,4,1,2,2,48,
3,4,5,1,4,5,5,6,2,4,5,5,3,3,5,5,5,4,2,2,6,1,5,6,2,2,5,31,
4,5,5,5,6,5,5,6,2,4,1,1,5,5,5,3,4,4,1,3,4,4,4,5,2,2,3,24,
3,4,3,2,4,5,5,5,2,5,NA,3,5,5,5,2,3,2,5,6,6,5,5,6,3,1,3,21,
1,6,6,5,6,6,6,1,2,5,1,1,6,6,6,1,1,2,4,6,6,1,5,6,3,1,3,24,
2,5,5,5,5,6,5,6,1,2,1,4,4,4,6,1,4,4,5,6,6,2,4,5,2,2,3,21,
2,5,4,6,5,4,5,1,2,6,2,1,6,6,5,5,6,5,3,4,6,1,5,6,2,2,3,27,
5,2,1,1,1,2,5,2,3,5,4,6,1,2,1,1,1,1,1,1,6,2,5,6,6,1,1,18,
3,5,5,6,4,5,6,5,2,2,5,2,2,4,5,4,4,2,2,2,5,5,5,4,2,1,3,24,
4,5,3,5,4,4,2,4,3,4,4,3,2,NA,5,2,4,2,2,3,3,4,4,3,3,1,5,32,
2,4,5,4,2,4,3,3,2,4,3,5,2,2,3,5,5,6,4,4,5,2,3,5,1,2,1,19,
1,6,6,5,5,6,6,6,1,1,4,5,5,1,5,3,5,1,1,1,6,2,5,5,5,2,5,52,
1,6,6,5,5,3,3,4,4,4,4,4,4,4,4,3,4,4,5,2,5,1,5,6,2,1,1,18,
5,6,5,6,5,6,5,6,1,3,2,4,2,5,5,1,2,1,2,1,5,2,5,5,2,1,3,30,
4,4,4,4,5,6,3,2,5,5,5,4,4,4,4,3,3,4,5,3,6,2,5,6,2,1,1,18,
4,4,1,1,2,4,3,5,2,1,1,1,4,2,5,4,5,2,4,2,5,1,6,4,1,2,4,22,
2,4,2,5,4,5,5,6,1,5,5,5,2,2,6,2,2,1,1,1,6,1,5,6,1,1,4,46,
5,5,5,2,6,5,4,5,5,5,4,5,1,2,4,2,4,1,1,1,5,1,4,3,2,1,NA,16,
3,5,5,3,5,5,3,4,1,6,6,2,4,2,4,5,5,5,4,2,5,4,6,6,1,1,4,28,
3,4,6,6,4,6,2,4,1,2,2,3,5,5,6,4,5,4,2,4,6,6,6,5,3,2,3,19,
2,5,5,2,6,4,3,NA,2,4,2,2,3,6,6,1,4,1,2,1,5,2,6,4,1,1,4,38,
5,4,1,2,2,5,5,4,2,4,2,4,3,4,4,2,3,2,2,2,4,3,6,5,3,2,4,24,
3,4,2,5,4,5,5,4,4,4,3,3,2,4,5,2,5,4,2,6,5,4,5,6,1,2,4,22,
6,1,5,4,2,3,4,3,2,3,1,3,5,2,4,5,6,6,2,4,4,5,3,2,4,2,1,16,
1,6,5,3,5,4,2,2,2,2,2,2,4,5,5,1,1,1,1,1,5,2,5,5,2,2,4,24,
4,5,4,2,4,4,2,5,5,6,3,5,4,3,3,3,5,4,3,1,5,1,4,4,3,1,3,23,
1,5,4,5,2,2,5,2,5,2,4,4,4,4,4,1,1,3,2,4,6,1,6,6,1,1,4,23,
1,6,5,4,5,5,6,5,4,4,6,1,3,6,5,5,4,6,5,5,6,4,5,6,2,2,5,22,
3,5,2,4,2,5,4,6,2,2,5,4,4,5,5,3,3,2,3,1,4,2,4,6,2,1,5,24,
1,6,5,6,5,5,5,5,2,2,3,3,4,5,5,1,2,2,2,3,5,2,5,5,2,2,3,26,
3,5,4,6,5,6,5,5,2,5,2,4,5,5,3,2,NA,3,6,5,6,1,6,5,1,2,3,22,
3,3,4,4,3,3,3,4,2,4,2,2,3,3,2,2,2,2,4,2,3,3,2,5,2,1,1,35,
1,6,5,5,6,5,5,5,1,5,3,1,3,5,6,1,2,2,2,2,2,1,3,6,1,2,3,43,
1,6,6,6,6,4,3,1,4,2,2,2,5,6,6,1,2,2,1,1,6,3,3,3,4,2,NA,17,
2,5,5,6,6,6,5,5,1,1,2,1,6,5,5,1,1,1,2,2,6,1,6,6,1,2,5,37,
1,6,6,6,6,6,5,5,1,2,1,2,4,6,6,1,1,1,1,3,5,3,5,5,2,2,3,21,
4,4,6,4,6,4,3,4,4,3,1,1,4,6,6,3,4,4,1,2,5,6,4,4,4,2,3,21,
2,5,5,5,3,4,4,4,2,3,4,4,2,3,3,1,2,2,2,2,4,5,2,6,2,2,5,25,
4,4,5,6,5,4,5,5,2,2,2,1,4,5,5,3,2,2,2,4,4,4,4,2,4,1,3,27,
2,3,5,4,4,5,5,4,2,5,4,4,4,2,4,2,3,2,3,4,5,1,5,4,1,1,4,22,
1,6,6,4,4,6,5,5,2,2,5,3,4,4,5,6,5,5,4,2,5,3,4,6,3,2,3,19,
1,NA,6,6,6,5,5,6,1,1,1,1,6,6,6,4,4,3,1,1,6,3,6,4,1,2,3,40,
1,5,3,1,4,2,5,5,4,6,4,5,3,1,4,1,1,3,2,1,5,1,4,6,1,1,1,21,
2,5,5,2,3,5,4,4,4,4,4,5,2,2,4,3,4,5,5,6,5,3,5,6,2,1,1,17,
3,5,5,4,5,4,2,2,6,6,1,2,5,6,4,2,2,4,4,4,6,2,6,6,2,1,NA,21,
5,1,2,6,2,2,4,2,4,5,4,5,4,1,5,6,6,6,5,4,6,1,3,3,3,1,NA,17,
2,6,6,6,6,5,5,5,1,1,2,2,5,6,6,5,5,5,2,1,5,2,6,5,1,2,2,19,
1,5,3,6,6,4,3,1,5,5,4,2,2,5,2,3,3,2,5,6,5,2,5,6,1,2,3,22,
1,5,2,6,4,4,4,3,4,5,3,2,5,5,2,1,2,4,3,2,6,2,5,6,2,2,3,18,
2,NA,6,6,6,4,1,5,3,6,1,1,4,6,6,1,4,4,6,6,6,4,6,1,1,1,2,62,
2,3,4,2,4,1,4,2,3,6,5,5,4,4,2,4,6,5,2,2,4,5,3,6,4,2,4,22,
1,6,5,6,6,6,6,5,3,2,3,3,6,5,6,6,6,6,3,6,6,1,6,6,1,2,3,31,
2,3,5,5,4,5,6,5,1,6,6,6,1,1,1,1,1,5,5,1,6,3,2,6,4,1,1,22,
2,4,4,4,5,5,4,4,2,5,4,2,4,5,3,2,3,4,3,1,4,2,4,5,3,1,4,23,
2,6,6,6,5,5,5,5,5,5,2,4,3,4,4,1,2,5,5,5,5,1,5,5,2,2,3,22,
4,1,2,4,5,5,6,4,2,6,5,4,6,2,4,2,5,5,6,5,6,3,5,6,1,2,NA,31,
1,NA,5,6,6,5,3,6,1,4,1,1,6,5,6,1,2,1,1,1,6,1,5,6,1,1,2,50,
5,5,6,1,5,5,4,5,5,6,6,5,3,3,4,2,3,3,3,3,5,3,1,6,4,1,1,20,
1,6,5,6,6,4,5,5,4,5,5,4,4,4,5,3,3,5,6,3,5,1,6,6,1,2,3,28,
2,5,6,5,5,5,5,6,1,1,3,1,5,5,6,1,1,1,1,1,6,1,6,4,1,1,4,35,
3,5,5,5,3,5,5,6,2,4,3,5,2,2,5,3,5,4,3,2,4,2,4,5,2,2,3,20,
2,4,5,5,5,6,5,4,2,4,3,1,6,5,6,2,2,1,2,3,6,2,6,5,1,2,4,36,
5,5,6,6,5,6,6,6,5,4,6,5,6,6,5,6,6,5,4,6,5,6,5,6,5,2,NA,27,
3,4,5,5,3,6,6,2,5,5,5,6,2,1,5,1,1,1,5,2,5,2,5,6,1,1,4,28,
2,4,4,6,3,4,5,2,3,6,4,4,3,3,2,2,2,2,5,3,2,5,4,3,5,2,2,40,
4,2,2,4,3,6,5,5,3,3,3,4,2,1,4,2,2,4,3,2,2,4,4,4,4,2,3,20,
2,5,5,2,4,5,3,5,5,5,6,6,1,1,2,2,3,2,4,2,4,2,2,6,3,1,3,23,
2,4,3,1,5,6,5,5,1,4,2,6,5,5,5,2,4,6,5,1,6,1,5,6,1,2,3,18,
6,6,3,6,6,4,4,4,4,4,5,3,3,6,5,4,5,NA,4,3,4,2,5,6,5,2,2,23,
1,6,5,6,4,5,5,4,4,3,NA,3,3,3,4,1,2,2,1,4,5,4,5,6,1,2,5,27,
3,5,4,4,5,4,4,3,2,6,1,2,2,5,5,2,2,4,2,1,6,2,4,5,1,2,3,22,
3,NA,NA,NA,3,3,NA,NA,NA,3,NA,3,NA,3,NA,NA,3,3,NA,NA,NA,3,NA,3,NA,2,3,17,
2,2,2,5,4,5,2,3,3,4,3,2,3,3,4,4,4,3,4,2,6,1,5,5,1,1,2,32,
2,4,4,3,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,3,5,3,4,5,1,1,3,25,
2,4,3,6,4,4,2,4,4,4,4,5,4,2,4,2,3,4,4,3,6,2,4,5,3,2,5,28,
3,5,3,6,4,2,2,4,5,6,3,5,5,3,4,1,1,2,NA,4,6,4,5,5,2,2,4,25,
3,6,6,3,6,6,6,5,1,5,1,1,6,6,6,4,6,4,1,1,6,1,6,6,1,2,2,40,
2,5,5,6,5,4,5,5,1,2,2,1,4,6,5,1,1,2,2,2,5,3,5,6,1,2,3,28,
2,5,5,5,3,4,2,6,2,5,1,4,3,5,6,3,4,3,2,4,4,3,5,5,2,2,2,33,
1,6,5,5,5,5,5,5,1,1,2,2,5,2,6,3,5,3,2,4,6,5,1,3,5,2,4,39,
2,5,6,6,5,4,5,4,4,4,5,3,5,5,5,1,2,1,2,1,5,3,5,5,3,1,3,20,
4,6,2,6,6,4,4,5,3,5,1,4,4,4,2,3,5,4,5,5,6,6,1,4,5,2,NA,46,
1,6,6,4,5,5,3,5,2,2,2,3,3,5,3,2,5,3,2,4,5,2,2,6,2,2,5,28,
4,5,5,6,4,6,6,6,1,1,4,1,6,6,6,2,4,5,5,4,6,1,5,6,1,2,3,21,
3,4,5,6,6,3,6,6,1,1,3,1,5,6,6,1,1,1,1,1,5,1,6,6,1,1,3,36,
1,4,6,6,3,6,5,6,2,2,4,5,2,3,5,2,3,2,4,1,3,2,6,5,1,2,5,50,
1,6,6,6,NA,6,2,6,1,2,6,6,5,6,6,1,2,6,1,4,6,1,2,6,5,2,3,40,
1,6,6,6,6,2,5,4,1,6,1,1,1,6,3,3,2,1,5,1,6,6,6,5,4,2,3,46,
1,6,6,6,6,5,6,5,1,1,1,1,5,6,2,1,2,4,4,1,6,5,6,6,1,2,3,11,
1,6,6,6,6,6,4,5,1,2,1,1,6,6,6,1,1,1,1,1,6,1,6,6,2,2,3,38,
4,5,3,6,3,3,2,4,NA,4,4,4,4,5,2,1,1,2,2,1,6,4,5,5,2,2,3,22,
5,5,5,5,5,5,6,5,5,NA,5,4,6,5,6,5,6,5,4,5,NA,6,5,5,6,1,1,16,
5,3,4,4,4,4,1,3,3,4,6,6,1,1,1,2,4,3,4,3,6,1,3,5,2,2,NA,15,
6,5,4,6,6,6,6,5,3,1,4,4,5,6,6,3,1,2,1,2,5,5,4,3,3,1,2,19,
4,4,4,4,4,4,3,3,4,5,4,4,4,3,4,4,4,4,4,4,4,4,4,NA,3,2,1,20,
1,5,4,5,4,2,3,3,1,6,3,3,2,2,5,3,2,3,5,3,3,3,4,6,2,2,5,29,
2,6,4,6,5,4,5,5,2,2,4,2,6,6,3,2,2,5,4,3,5,4,3,6,3,2,3,25,
3,6,5,3,5,3,3,5,5,4,5,6,2,4,4,6,6,4,5,6,4,4,3,5,4,1,3,25,
2,5,4,3,4,4,4,4,3,3,5,5,3,4,4,5,5,5,4,5,3,3,4,5,2,1,3,25,
1,5,5,2,3,3,4,3,3,4,4,4,5,3,6,6,6,5,6,6,5,1,6,6,1,2,3,21,
3,4,1,6,4,2,1,6,2,6,6,6,1,1,3,2,4,1,6,1,6,1,1,6,1,2,3,19,
1,6,5,6,5,5,1,4,3,4,3,2,1,4,1,1,2,2,4,4,4,5,3,2,2,2,3,40,
2,5,6,5,6,5,5,6,NA,2,2,2,6,6,5,1,1,1,1,1,6,1,4,6,2,1,3,19,
1,6,6,6,6,6,5,5,1,1,3,2,5,5,6,2,2,1,1,1,6,1,5,6,4,2,4,38,
4,6,6,6,6,2,2,3,5,6,1,2,6,6,5,NA,6,6,4,6,6,6,5,6,1,2,3,22,
2,5,5,6,6,4,4,4,5,3,1,5,4,6,3,2,3,4,3,6,3,4,4,5,4,2,4,43,
4,5,4,1,4,4,5,6,2,2,1,1,4,6,6,2,4,5,1,1,5,6,4,6,2,2,4,36,
1,3,4,4,4,4,1,5,3,2,6,2,1,5,3,1,1,1,1,4,5,5,4,6,2,2,2,86,
2,6,5,3,4,2,3,6,5,5,1,3,4,6,5,3,4,5,1,4,4,3,4,6,3,2,4,24,
4,3,2,1,4,6,6,6,1,2,3,4,2,4,3,2,5,4,4,2,6,2,6,6,1,2,1,17,
1,4,5,6,5,5,5,4,1,2,2,4,4,6,6,2,4,2,2,2,5,1,4,5,3,2,4,33,
5,4,1,4,2,6,5,6,1,4,6,6,1,1,5,2,4,1,5,1,6,1,4,6,1,2,5,26,
2,5,6,5,5,2,5,5,3,5,5,2,2,5,5,4,5,5,NA,5,5,1,3,5,3,2,1,24,
1,5,6,5,6,4,4,2,2,5,1,1,5,6,6,1,1,1,2,4,4,2,5,NA,2,2,4,21,
1,1,1,1,5,6,6,6,1,2,2,4,5,5,6,1,2,6,4,6,6,2,6,6,5,2,1,18,
2,5,5,4,5,4,2,2,5,5,2,2,5,4,5,4,4,4,3,2,5,2,6,6,1,2,4,50,
4,4,2,2,3,5,3,5,3,5,4,4,2,4,NA,2,4,5,5,1,6,1,6,6,1,1,3,20,
1,6,4,6,5,5,1,2,5,5,2,2,4,6,5,1,1,2,4,5,2,1,5,5,2,2,4,59,
1,4,2,1,5,2,1,1,4,4,3,4,4,5,3,2,2,3,4,3,6,1,3,6,2,2,3,19,
2,5,3,5,5,5,5,5,3,3,2,2,4,5,5,2,2,2,2,2,5,3,4,2,2,2,3,20,
3,4,4,3,4,5,5,3,4,5,4,3,3,3,4,3,4,2,1,2,6,4,5,5,3,1,3,19,
1,NA,6,5,6,3,5,4,2,2,1,1,6,6,5,2,2,2,1,4,5,2,6,6,1,2,3,19,
4,5,5,5,5,5,5,4,5,6,2,4,5,6,5,4,4,4,5,6,6,4,5,6,2,1,2,20,
3,4,4,6,4,4,6,4,2,4,3,3,3,4,4,4,5,4,3,4,5,2,4,3,3,2,5,24,
3,5,5,5,5,5,5,4,2,4,6,4,4,5,4,2,3,1,1,2,5,1,5,4,3,1,3,18,
2,5,6,6,5,4,4,4,2,2,4,3,5,5,2,2,3,3,2,3,5,2,6,6,5,2,NA,15,
4,5,5,3,5,5,4,4,3,2,1,1,5,6,5,2,2,4,4,2,5,2,4,5,2,2,2,44,
2,6,6,6,6,5,5,4,1,4,1,1,5,6,5,4,4,4,4,4,6,2,5,6,2,2,3,32,
1,5,5,6,4,5,5,5,3,3,6,4,5,4,5,3,3,2,1,2,6,4,5,5,2,1,5,27,
1,6,6,6,5,1,4,5,1,4,4,2,5,2,6,1,NA,1,1,1,6,1,5,5,1,2,5,59,
1,5,4,5,4,4,4,3,3,4,2,2,3,5,3,5,5,5,3,5,4,5,3,4,3,2,2,20,
2,5,4,5,4,2,2,3,5,6,2,2,4,5,6,3,4,3,3,2,5,4,5,5,1,2,2,54,
2,6,5,5,6,3,1,3,5,6,1,1,6,6,4,4,4,6,4,4,5,4,6,6,1,2,5,25,
3,6,6,6,6,6,6,6,1,1,3,1,3,6,6,1,1,1,1,1,6,1,6,1,6,2,2,43,
6,4,1,5,1,2,2,1,2,6,5,6,1,1,1,5,4,2,5,2,6,2,2,6,2,1,2,20,
3,4,4,4,4,4,3,3,4,4,3,3,4,4,3,3,4,5,5,2,4,4,3,6,2,1,3,20,
1,5,6,5,6,5,4,4,2,4,2,5,3,2,5,6,6,6,5,6,6,1,5,5,1,2,3,28,
3,2,4,3,4,3,4,5,4,5,4,3,2,4,4,5,5,4,5,3,4,1,4,4,4,1,4,38,
3,2,1,2,4,5,5,4,2,4,3,4,5,3,4,2,3,2,3,1,4,2,5,5,3,2,4,23,
3,3,4,5,2,5,4,5,2,4,5,2,4,5,4,2,5,4,2,1,5,2,5,6,4,2,3,26,
2,5,5,4,5,5,4,2,4,4,2,2,5,5,4,2,4,4,4,2,6,2,5,5,2,1,4,31,
2,5,4,5,5,3,4,2,4,4,2,3,4,3,4,2,3,5,4,4,4,4,5,6,2,2,2,53,
2,5,5,5,5,5,5,5,4,4,2,3,5,5,5,2,3,2,3,5,6,5,6,6,3,2,5,45,
2,6,5,6,4,4,4,4,3,4,2,3,5,4,5,3,4,4,4,4,5,1,5,5,2,2,4,20,
2,6,5,6,5,4,5,5,2,1,1,1,4,5,3,2,4,2,4,2,5,2,6,6,2,2,5,52,
3,3,1,3,2,2,2,4,3,4,6,6,1,1,1,5,3,4,6,2,5,1,1,5,3,1,1,19,
2,4,6,4,5,4,5,4,4,4,1,2,6,3,5,2,4,1,1,1,5,2,6,6,2,2,1,31,
3,4,2,4,4,6,6,4,2,4,4,3,3,5,5,2,2,2,2,6,3,4,4,4,3,2,3,18,
3,4,3,5,4,3,3,3,3,5,3,3,3,4,3,1,2,1,3,2,3,2,4,4,4,2,3,23,
1,5,6,5,5,5,6,5,1,3,2,4,4,5,5,1,3,1,1,5,4,4,5,4,4,2,3,18,
1,5,6,5,5,2,1,4,4,6,2,4,5,5,6,1,1,1,3,2,6,2,4,5,2,2,4,29,
2,5,6,5,6,6,6,6,1,4,4,4,5,5,5,5,4,5,5,5,5,3,5,6,1,1,5,46,
5,4,4,4,5,4,4,5,2,5,2,4,4,5,5,4,4,4,4,2,5,3,5,5,2,1,5,58,
1,4,6,6,6,4,4,5,2,2,2,4,3,6,5,1,2,2,2,2,6,1,6,5,1,2,5,38,
2,3,1,1,1,4,2,2,4,6,1,6,1,1,2,5,5,2,6,3,2,5,2,5,3,2,5,27,
1,6,6,6,4,6,5,6,1,4,1,2,6,4,5,6,5,6,6,4,5,1,5,6,1,2,5,41,
