word,length,M AROU,SD AROU,N AROU,M VAL,SD VAL,N VAL,M DOM,SD DOM,N DOM,M CNC,SD CNC,N CNC,M IMAG,SD IMAG,N IMAG,M FAM,SD FAM,N FAM,M AOA,SD AOA,N AOA,M SIZE,SD SIZE,N SIZE,M GEND,SD GEND,N GEND
alimony,7,3.5417,1.8023,24,3.75,1.4299,28,4.4348,1.6636,23,4.3913,1.7629,23,2.5769,1.3636,26,2.6875,1.8445,32,6.4286,1.1473,28,4.6667,1.0887,27,4.1538,1.6336,26
alive,5,6.7813,2.19,32,7.9688,1.237,32,7.1212,2.0999,33,4.2353,2.197,34,4.7879,2.0114,33,5.8276,1.2054,29,2.7188,0.9432,32,5.8438,1.2527,32,3.4375,1.1973,32
all,3,3.7097,1.887,31,5.4688,0.9677,32,5.4194,1.4091,31,3.3125,1.8781,32,2.9355,1.4797,31,6.5926,1.1944,27,1.8065,0.9305,31,5.8387,1.5882,31,4,0.4472,30
allergy,7,3.5588,2.0174,34,2.9118,0.9193,34,2.7647,1.5158,34,4.8788,1.4721,33,4.3235,1.8104,34,5.2813,1.3746,32,3.9714,1.2302,35,4.0588,1.1099,34,4,1.0572,34
alley,5,4.2258,1.8441,31,4.0882,0.9508,34,4.3235,1.077,34,6.0968,1.304,31,6.1667,1.0028,30,4.9333,1.4817,30,3.8182,1.0285,33,3.3824,1.663,34,4.4242,0.6527,33
alligator,9,5.6563,2.0095,32,4.3636,1.755,33,3.6129,1.8609,31,6.6129,0.9731,31,6.6667,0.9428,33,4.92,1.958,25,2.8235,1.1998,34,4.7188,1.7895,32,5.1875,1.3564,32
allow,5,4.0882,1.8529,34,6.2424,1.0739,33,5.7059,2.1899,34,2.9706,1.4849,34,2.4118,1.3529,34,6.1,0.9434,30,2.8235,1.2478,34,4.0606,1.2538,33,3.8788,0.8441,33
allowed,7,4.8182,2.0955,33,6.6667,1.7523,33,4.8824,2.506,34,2.9714,1.4038,35,2.5152,1.4168,33,6.1515,0.7016,33,3.0588,1.0556,34,4.7273,1.2856,33,3.9143,1.0789,35
allure,6,6.1786,1.9096,28,6,1.4606,30,4.9688,1.9282,32,2.5806,1.4091,31,2.5938,1.3195,32,3.4688,1.6005,32,6.3939,0.9515,33,4.5938,1.343,32,2.8065,1.33,31
aloft,5,4.069,1.8925,29,5.2759,0.8669,29,5.1,1.2207,30,3.3793,1.4243,29,3.1379,1.6759,29,3.0303,1.7492,33,5.8667,1.1175,30,4,1.3565,25,3.8889,0.8315,27
alone,5,3.9375,2.4359,32,2.7143,1.4456,35,4.2647,2.2662,34,3.3714,1.7252,35,4.4,1.6596,35,5.9333,1.2893,30,2.7429,1.0782,35,4.0294,2.0649,34,3.8788,0.6857,33
aloof,5,4.4643,2.1461,28,4.2,1.3515,30,5.0968,1.9403,31,2.1379,1.0077,29,3.1724,1.8396,29,3.3824,1.7659,34,5.7667,0.8825,30,3.4667,1.4545,30,4.0625,1.2484,32
aloud,5,5.4571,1.9906,35,5.3143,1.2135,35,5.8571,1.6586,35,3.8,1.6699,35,3.4857,1.8574,35,5.3793,1.031,29,3.4286,1.0767,35,4.9118,1.4218,34,3.9412,1.1617,34
altar,5,3.9355,1.8997,31,4.7,2.0518,30,4.9,1.9035,30,5.8387,1.2207,31,5.9259,1.2149,27,3.8929,1.7594,28,4.2903,1.4412,31,4.3,1.0693,30,4.24,1.3937,25
alter,5,4.8333,1.3683,30,5.2581,1.2692,31,4.7241,1.91,29,3.8333,2.0989,30,4.1613,2.1114,31,4.5385,1.4736,26,4.3333,1.3181,33,4,1.2952,31,3.4444,0.9162,27
altitude,8,5.0606,2.4611,33,5.1515,1.048,33,5.6061,1.9218,33,4.0303,1.5469,33,3.8182,1.8497,33,4.7419,1.7592,31,5.3636,1.1233,33,5.697,1.5073,33,4.871,1.0078,31
amateur,7,3.8235,1.9922,34,4.1471,0.8448,34,3.6571,1.8196,35,3.1176,1.6227,34,3.0857,1.6278,35,4.8438,1.6604,32,5.6,1.0198,35,3.0286,1.0819,35,4.2857,0.8476,35
amaze,5,6.5294,2.2392,34,7.5758,1.1555,33,6.3636,1.7721,33,2.3333,0.9428,33,2.7941,1.762,34,5.7333,1.2632,30,4.1765,1.5043,34,5.3939,1.2294,33,3.2059,1.3235,34
amazing,7,7.1471,1.4977,34,8.4063,1.1141,32,6.8235,1.5991,34,2.7742,1.6206,31,2.7813,1.5357,32,6.3077,1.0659,26,3.1429,0.6389,35,5.8333,0.969,30,3.3333,1.2713,33
ambassador,10,4.7813,1.8326,32,6.125,1.293,32,5.871,2.2106,31,5.2069,1.2423,29,4.5333,1.384,30,4.3448,1.6034,29,5.7188,0.9432,32,4.8387,1.3701,31,5.3929,0.9,28
amber,5,4.931,1.7005,29,5.7857,1.1451,28,4.6333,0.875,30,5.1613,1.6675,31,5.1333,1.5649,30,4.5926,1.7693,27,4.4194,1.2895,31,3.2857,1.0643,28,2.8462,0.9881,26
ambition,8,6.8788,2.0561,33,7.6857,1.2822,35,7.5588,1.6304,34,2.2941,1.563,34,3.3529,1.8452,34,5.8125,1.4671,32,5.0286,0.9706,35,6.1143,1.2135,35,4.5,1.4577,32
ambulance,9,5.4118,2.3278,34,4.7222,2.673,36,3.3824,1.8473,34,6.7576,0.4285,33,6.8788,0.3264,33,6.4483,0.9317,29,2.8571,1.4171,35,4.6765,1.64,34,4.5556,0.8958,36
ammunition,10,5.8182,2.1944,33,2.7188,1.3284,32,6.3333,2.2852,30,5.9677,0.8608,31,5.7931,1.3741,29,4.9688,1.7938,32,5.4848,1.1838,33,4.9091,1.8151,33,5.7742,1.0383,31
amount,6,3.6471,1.9385,34,5.6176,1.0576,34,5.4839,1.3648,31,3.9118,1.7383,34,3.1818,1.5066,33,6.4138,0.6704,29,3.2647,1.0657,34,4.5,1.1726,32,4.1333,0.9568,30
amphibian,9,4.0857,1.8574,35,5.4118,1.1661,34,5.2121,1.1216,33,6.3636,0.7311,33,6,1.4577,32,4.0323,1.5757,31,4.7273,1.1876,33,3.3529,1.7803,34,4,0.8876,33
amplifier,9,5.9,2.0873,30,5.8333,0.7782,30,5.8667,1.4996,30,5.5333,1.147,30,5.1379,1.613,29,4.2143,1.6335,28,5.8667,1.1175,30,4.6452,1.5356,31,4.5926,0.9132,27
amplify,7,6,2.1553,31,5.7576,1.1814,33,6.5313,1.658,32,3.8788,1.7711,33,3.3333,1.7385,30,4.871,1.4971,31,5.6364,1.1499,33,5.5333,1.2037,30,4.5,1.1456,32
amputate,8,4.8235,2.6399,34,2.2121,1.5127,33,3.7429,2.3219,35,5.1765,1.7059,34,5.6286,1.5508,35,4.1212,1.9031,33,5.2,1.4102,35,5.0588,1.6077,34,4.8438,0.7949,32
amuse,5,6.0588,1.714,34,7.4118,1.0878,34,6,1.5718,34,2.8788,1.1216,33,3.6875,1.3793,32,5.8065,1.0901,31,4.0882,1.1724,34,4.4242,1.129,33,3.8529,0.9741,34
amusement,9,6.4857,2.1827,35,7.6286,0.9285,35,6.5429,1.5555,35,3.7941,1.5297,34,4.5714,1.6782,35,5.6774,1.1747,31,4.0882,1.4826,34,4.8,1.1904,35,3.6286,1.0977,35
amusing,7,6.0882,2.2012,34,7.8182,1.0576,33,6.1818,1.7999,33,2.6774,1.0892,31,3.7647,1.7832,34,6.1333,0.9214,30,4.5,1.2891,34,4.1765,1.175,34,4.0909,0.9959,33
analogue,8,3.4375,1.9193,32,4.9706,0.822,34,5.0333,1.3287,30,3.8235,1.382,34,3.3824,1.7323,34,3.5758,2.0005,33,5.8235,1.3606,34,3.5,0.9156,34,4.3939,0.7361,33
analyst,7,3.5758,2.1747,33,5.1212,0.6857,33,5.3636,1.4734,33,4.7143,1.6313,35,3.8235,1.7568,34,4.1724,1.9488,29,6.2059,0.8324,34,3.625,1.293,32,4.5172,1.0379,29
anchor,6,3.6176,1.8632,34,5.1714,1.1585,35,5.1429,2.257,35,6.4706,0.8484,34,6.6061,0.9829,33,5.129,1.581,31,3.5714,1.178,35,4.3824,1.6272,34,5.303,0.9995,33
ancient,7,3.7879,2.253,33,5.6333,1.2243,30,4.5161,1.5631,31,3.875,1.7093,32,4.3548,1.7515,31,5.0714,1.4863,28,4.0303,1.4457,33,5.5,1.3354,30,4.303,1.2428,33
anecdote,8,5.2121,1.8383,33,6.0882,1.3584,34,5.4375,1.5799,32,3.2647,2.0337,34,3.1471,1.9723,34,4.2647,1.6682,34,6.4571,0.7307,35,3.3333,1.3409,33,4.1,0.8307,30
angel,5,5.9697,2.2359,33,8.1176,0.963,34,5.0625,1.8698,32,3.3824,2.2624,34,5.4,2.01,30,5.6071,1.5888,28,2.6061,1.0427,33,4.8182,1.4659,33,1.7576,0.7797,33
anger,5,5.6364,2.5681,33,2.5294,1.4997,34,4.6061,2.3987,33,3.6471,1.8131,34,4.6333,1.7604,30,6.1333,0.8844,30,2.8485,0.9573,33,5.4688,1.0893,32,5,1.1632,34
angle,5,3.9333,2.0155,30,5.0645,0.6188,31,4.8,1.1944,30,4.2121,1.6834,33,4.8485,1.5398,33,5,1.1767,26,4.1515,0.8918,33,3.2333,1.3337,30,4.2963,0.9743,27
angry,5,6.0645,2.1393,31,2.3939,1.0132,33,5.4333,2.4178,30,3.6,1.562,30,5.3438,1.2147,32,6.4,0.9798,25,2.2667,0.8537,30,4.7742,1.4527,31,5.4,1.1136,30
anguish,7,4.8824,2.0971,34,2.3235,1.104,34,3.7879,1.8383,33,2.5588,1.1165,34,3.6176,1.7659,34,3.6364,1.755,33,5.9429,1.1939,35,4.9412,1.0556,34,3.8485,1.438,33
animal,6,5.3226,2.2344,31,6.2059,1.4303,34,5.4848,1.8111,33,6.3667,1.2512,30,6.6364,0.8097,33,6.2593,0.8429,27,1.8571,0.7228,35,4.2353,1.0588,34,3.9697,0.9369,33
animals,7,5.8065,1.9906,31,6.9394,1.4759,33,5.6452,1.9435,31,6.4483,1.1322,29,6.6774,0.7782,31,6.5556,0.6285,27,1.7941,0.7963,34,4.6061,1.4962,33,3.7188,1.2558,32
animosity,9,6.5333,1.6879,30,2.6129,1.5999,31,4.4839,1.9979,31,2.0968,1.1738,31,2.6774,1.5737,31,3.6129,1.8082,31,6.4063,0.785,32,4.8333,1.4851,30,4.037,1.2317,27
ankle,5,3.6897,1.5779,29,5.1563,0.4408,32,5,0.871,29,6.68,0.6765,25,6.7778,0.6285,27,6.2273,1.1651,22,2.7742,1.1559,31,2.4828,0.8146,29,3.6207,0.8872,29
annoy,5,4.6176,2.4854,34,2.5758,0.8539,33,5.3824,2.1422,34,2.5,0.9777,34,3.3529,1.6607,34,5.8387,1.2976,31,3.0588,0.9375,34,4.0294,1.465,34,4.5,1.199,32
annoyance,9,4.4571,2.4651,35,2.4706,0.8824,34,4.9394,2.0588,33,2.9706,1.5046,34,3.4,1.5529,35,5.7576,1.3264,33,4.8824,1.3883,34,4.9032,1.7844,31,4.4,1.3352,35
annoying,8,4.2353,2.0731,34,2.697,1.0294,33,4.0606,1.7222,33,3.2121,1.647,33,3.6765,2.054,34,6.3214,1.0019,28,3.0294,1.0977,34,4.5294,1.3114,34,4.25,1.0897,32
answer,6,4.3824,1.8313,34,6.0882,1.2688,34,5.8235,1.6355,34,3.9412,1.7977,34,3.9355,1.6448,31,6.3438,0.9556,32,2.7647,0.8765,34,4.3824,1.4145,34,3.9091,0.668,33
ant,3,2.9697,1.7492,33,4.6364,0.8097,33,4.4412,1.9432,34,6.6061,0.8856,33,6.7273,0.5089,33,5.4516,1.4556,31,2,0.6761,35,1.4242,1.0159,33,4.2059,0.9324,34
anteater,8,4.0323,2.0397,31,5.2258,0.6579,31,5.3667,1.4716,30,6.7333,0.5121,30,6.4333,0.8439,30,3.4706,1.8508,34,4,1.4368,31,3.8,1.8148,30,4.6129,0.7902,31
antelope,8,4.0857,2.1695,35,5.7143,1.0302,35,5.2286,1.5135,35,6.4706,1.0357,34,6.5294,1.1176,34,3.9697,1.7492,33,3.7941,1.3456,34,4.2571,1.5555,35,3.7429,1.2949,35
anthem,6,5.303,2.153,33,6.3636,1.4316,33,5.4839,1.4339,31,4.5758,1.3264,33,3.3125,1.7036,32,5.0667,1.5478,30,4.8485,1.3953,33,5.0938,1.6271,32,4.4545,1.1306,33
anthropology,12,4.0625,2.3444,32,5.4194,0.8716,31,5.3438,1.6126,32,2.9677,1.713,31,2.4375,1.6382,32,3.1429,1.9877,35,6.5938,1.0565,32,5.0938,1.2083,32,4.3871,1.0679,31
anticipation,12,7.303,1.5272,33,6.4242,1.7061,33,5,2.1602,33,2.2286,1.0166,35,2.8,1.6699,35,5.1818,1.6414,33,5.6857,1.2135,35,5.5,1.25,32,3.2571,1.0782,35
anus,4,4.0303,2.4307,33,4.129,1.3378,31,5,1.372,34,5.9063,1.2339,32,5.4839,1.6238,31,4.6364,1.8557,33,5.8,1.3049,35,2.7879,1.4721,33,4.6563,1.2147,32
anxiety,7,5.2647,2.9337,34,2.2571,0.8732,35,2.3125,1.5091,32,2.6176,1.2606,34,3.9706,2.0071,34,5.4839,1.5631,31,5.4706,0.9772,34,5.0588,1.5707,34,3.1212,1.1744,33
anxious,7,5.8235,2.2683,34,2.6571,1.1939,35,3.2647,1.945,34,2.5294,1.3114,34,3.7143,2.0081,35,5.9688,1.5709,32,5.3056,1.3296,36,4.6364,1.6481,33,3.0556,0.7798,36
apathy,6,4.7857,2.1771,28,4.7857,2.1935,28,4.4286,1.6782,28,2,0.9837,31,2.5,1.2956,28,3.5484,2.0135,31,6.3548,1.0333,31,4.069,1.3113,29,3.1923,1.2096,26
ape,3,4.6765,2.054,34,5.125,1.317,32,5.0303,1.487,33,6.5758,0.8539,33,6.6129,0.83,31,5.2222,1.8122,27,2.7941,0.7963,34,4.8125,1.4017,32,5.6176,0.9398,34
apex,4,4.2759,2.2112,29,5.9167,1.5789,24,5.4583,1.6578,24,4.25,1.9933,28,4.069,2.0499,29,2.9032,1.6916,31,6.2667,1.1813,30,4.3462,1.4661,26,4.1154,1.2808,26
apologize,9,5,1.8665,31,5.9697,2.0373,33,5.0313,2.0689,32,3.4516,1.8288,31,4.0625,2.0454,32,6.2903,0.9569,31,3.3333,1.2713,33,4.5625,1.5398,32,3.2903,1.0221,31
apology,7,4.4848,2.1759,33,6,1.6514,33,5.3824,2.4134,34,3.0588,1.392,34,3,1.5119,35,5.9063,1.2339,32,3.2424,1.1814,33,4.7576,1.3034,33,3.2647,1.093,34
appalling,9,5.3636,2.5681,33,2.0588,1.1361,34,4.125,1.7633,32,2.4118,1.0605,34,2.9394,1.5558,33,5.0313,1.5907,32,5.2941,1.318,34,5.2424,1.0739,33,4.1818,0.8332,33
appear,6,4.3871,1.8082,31,5.6667,1.325,30,5.1111,1.7708,27,2.7742,1.1559,31,3.0938,1.5882,32,5.6207,1.1571,29,3.75,1.118,32,3.8621,1.074,29,3.72,0.7222,25
appearance,10,5.4063,1.598,32,5.4063,1.4331,32,4.6774,2.1158,31,2.5455,1.1571,33,3.1563,1.4385,32,5.5357,1.1175,28,4.4194,1.2121,31,4.4063,1.4971,32,2.8667,0.9568,30
appeared,8,5.0645,1.7949,31,5.7,0.8622,30,5.3333,1.2737,30,2.7667,1.1743,30,2.5161,1.4113,31,5.5926,1.3405,27,3.875,1.1659,32,4.0357,0.9442,28,3.7037,0.8081,27
applause,8,6.6857,1.6522,35,7.8235,1.0137,34,6.6857,1.6348,35,5.6,1.1263,35,5.9143,1.2955,35,6,0.9504,31,3.6286,1.3956,35,5,1.4142,35,3.9118,0.7016,34
apple,5,4.6667,2.1696,33,6.1471,1.1914,34,5.4848,1.2091,33,6.8235,0.4518,34,6.9091,0.3785,33,6.7333,0.5735,30,1.5294,0.6056,34,2.4412,1.2412,34,3.4063,0.9637,32
Apple (brand),5,4.9688,2.6397,32,6,1.9228,33,4.6,2.4401,35,5.9118,1.2688,34,6.6765,0.7941,34,6.5938,0.8238,32,6,1.553,34,5.3529,1.9536,34,4.6471,1.2098,34
apple (fruit),5,4.6364,2.1717,33,6.1212,1.297,33,5.303,1.4246,33,6.7576,0.6045,33,6.7879,0.4772,33,6.6129,0.6564,31,1.5758,0.6976,33,2.3143,1.2597,35,3.2121,0.9457,33
appliance,9,3.4375,1.5194,32,5.2571,1.2269,35,5.2424,1.9853,33,5.3939,1.4552,33,5.0571,1.6552,35,5.5313,1.4358,32,4.9375,1.1163,32,3.9118,1.3143,34,4.4242,1.2317,33
applied,7,3.7576,2.0602,33,5.8387,1.2976,31,5.7419,1.866,31,2.7813,1.4734,32,2.0667,1.0306,30,4.9259,1.4638,27,5.4688,1.1986,32,4.1935,1.2027,31,4.1613,0.8461,31
apply,5,3.9706,1.8066,34,5.7059,1.2012,34,5.6176,1.7323,34,3.0909,1.7297,33,2.6364,1.4938,33,5.7879,1.0374,33,4.8286,1.0819,35,3.8824,0.8998,34,4.0323,0.6949,31
appoint,7,3.8182,2.0219,33,5.6364,1.3443,33,5.7097,2.2746,31,3.5313,1.3916,32,3.0625,1.6382,32,4.5625,1.7843,32,5.4118,1.3745,34,3.9677,1.3556,31,4.2727,1.1084,33
appointment,11,3.4688,2.0914,32,4.9677,1.1496,31,4.7059,1.8713,34,5.0606,1.4962,33,4,2.0301,33,5.6563,1.2402,32,4,1.27,31,3.6875,1.1842,32,3.6129,1.1267,31
appreciate,10,5.75,1.4361,32,7.8125,0.8077,32,6.1613,1.526,31,3.2903,1.2493,31,3.9394,1.5943,33,6.1786,1.1968,28,4.5313,1.3916,32,5,1.27,31,2.9032,0.9624,31
approval,8,5.7143,2.0504,35,7.4375,0.9662,32,4.7941,2.1798,34,3.3143,1.3684,35,3.4412,1.4388,34,5.9063,1.128,32,4.8857,1.1898,35,4.9118,1.0946,34,3.3235,1.1812,34
approve,7,5.1875,1.7036,32,7,1.2247,32,6.5313,1.9037,32,3.0968,1.4888,31,3.2059,1.623,34,5.5862,1.2462,29,4.4,1.0474,35,4.2941,1.2255,34,3.6061,0.9515,33
apricot,7,4.1875,1.9274,32,5.8438,1.0341,32,5.1212,1.3429,33,6.5,1.0914,34,6.6875,0.583,32,5.6774,1.6341,31,3.2059,1.2073,34,2.4848,1.4999,33,3.2059,1.1319,34
apron,5,3.7857,1.7598,28,5.2333,0.7157,30,4.3,1.5308,30,6.4286,0.7284,28,6.6,0.5538,30,4.6154,1.7338,26,3.2258,0.9742,31,2.7188,1.1788,32,2,0.9813,27
aptitude,8,4.5,2.136,32,5.9394,1.5362,33,6.1176,1.4905,34,2.8182,1.2899,33,2.0625,1.1439,32,4.0303,1.5856,33,6.3824,0.7675,34,4.6875,1.1842,32,4.4545,0.9563,33
arch,4,4.3548,1.5356,31,5.5,1.1762,30,4.8,1.3013,30,5.375,1.536,32,5.6333,1.4716,30,4.1923,1.6875,26,4.4,1.4742,30,4.2333,1.3828,30,4.2,0.7483,25
archaeology,11,3.6061,2.2822,33,5.3529,1.3258,34,5.4118,1.5926,34,4.8286,1.6645,35,4.1143,2.011,35,4.5938,1.693,32,6.0294,1.0706,34,5.2188,1.2926,32,4.9706,1.2482,34
archer,6,4.4839,1.8986,31,4.9697,0.8343,33,6.0313,1.3343,32,6.2258,0.9055,31,6.303,0.8699,33,4.125,1.691,32,4.6176,1.3287,34,3.8125,1.2854,32,5.25,0.866,32
archery,7,4.7576,2.2432,33,5.7576,1.2068,33,6.2813,1.5255,32,5.7273,1.2619,33,6.0303,1.3139,33,4.2581,1.8486,31,4.8571,1.334,35,3.8235,1.2712,34,4.6,1.398,35
architect,9,4.2813,1.858,32,5.7714,0.9881,35,5.3143,1.8011,35,6,1.0954,35,5.1471,1.7679,34,5.129,1.6606,31,5.2857,1.0842,35,4.3333,1.1721,33,5.1765,0.954,34
archive,7,3.5714,2.1285,35,5.4118,1.0878,34,5,1.3926,33,5.4286,1.44,35,4.3529,1.8131,34,4.3529,1.6957,34,5.6571,1.2176,35,4.9118,1.4826,34,4.0571,0.8926,35
argue,5,5.2571,2.3341,35,2.8235,1.3166,34,5.2,2.3881,35,4.0857,1.6102,35,4.9143,1.6102,35,6.0345,0.9994,29,3.0571,1.0126,35,4.7647,1.4361,34,4.2059,1.4096,34
argument,8,6.3125,2.6153,32,2.3939,1.4552,33,5.25,2.4367,32,3.7879,1.3873,33,3.8125,1.6852,32,6.4138,1.2462,29,3.9394,1.1791,33,5.1818,1.2174,33,4.7273,1.332,33
arise,5,5.2857,1.798,35,6,1.1376,34,6.1714,1.298,35,3.1429,1.6238,35,3.2571,1.7459,35,4.1765,1.4445,34,5.0286,1.2302,35,4.5882,1.3087,34,3.7941,0.9003,34
aristocracy,11,4.7097,2.5677,31,4.1875,1.7036,32,4.5882,2.5566,34,4.0882,1.9907,34,4.0588,1.862,34,3.9394,1.9375,33,6.4412,0.9137,34,5.3438,1.5931,32,4.0606,1.9218,33
aristocratic,12,4.1613,1.6867,31,4.3,1.6961,30,4.7333,2.0483,30,4.2414,1.7151,29,4.0645,1.9166,31,3.8125,2.0068,32,5.9118,1.2688,34,4.7742,1.736,31,4.7097,1.5491,31
arm,3,3.7353,2.1187,34,5.4848,0.7435,33,5.7742,1.4076,31,6.7097,0.4539,31,6.5588,1.3326,34,6.6786,0.7098,28,1.4571,0.5525,35,3.1471,1.4579,34,4.2647,0.8509,34
arm (limb),3,3.5313,1.8198,32,5.5833,1.4601,36,5.9697,1.9304,33,6.6944,0.7,36,6.8788,0.4088,33,6.8276,0.4601,29,1.8611,1.1341,36,3.3889,1.4391,36,4.3143,0.9493,35
arm (weapon),3,5.7273,2.15,33,2.7576,1.4361,33,6.6364,1.8719,33,5.7188,1.3517,32,5.5625,1.3448,32,4.4194,1.5611,31,5.2424,1.2068,33,4.9394,1.6319,33,5.9091,1.1379,33
armadillo,9,4,1.9069,33,5.4242,0.8887,33,4.9355,1.1341,31,6.5455,0.9241,33,6.125,1.4087,32,4.4194,2.1368,31,4.7059,1.2725,34,3.3636,1.4734,33,4.5294,1.091,34
armed,5,6.2813,1.8411,64,2.9538,1.3293,65,5.9365,2.7595,63,4.746,1.69,63,5.0492,1.4758,61,4.5536,1.5109,56,4.5362,1.1239,69,5.1094,1.1335,64,5.9219,0.9067,64
armour,6,4.5,2.0616,32,5.5455,1.5972,33,6.0313,2.1576,32,6.25,0.8292,32,6.5862,0.5582,29,4.7097,1.9706,31,4.1471,1.2159,34,4.3636,1.3216,33,5.9412,1.1617,34
armoury,7,4.7188,2.2393,32,4.3548,1.3571,31,5.6774,2.0696,31,5.8125,1.2359,32,5.129,1.4754,31,3.2121,1.6098,33,5.5758,1.256,33,4.9063,1.128,32,6,0.8032,31
arms,4,4.4688,1.9362,32,5.5455,1.5392,33,5.5806,1.2895,31,6.6471,0.4779,34,6.4688,0.7064,32,6.3704,0.9087,27,2.2059,0.867,34,3.7576,1.6702,33,4.9394,1.0993,33
arms (limbs),4,3.8571,1.9441,35,6.1176,1.3008,34,6.5455,1.3727,33,6.7429,0.4982,35,6.6,0.835,35,6.8,0.6,30,1.7059,1.1765,34,3.6,1.4967,35,4.2571,0.6905,35
arms (weapons),4,5.7059,2.5614,34,2.0588,1.2113,34,4.1212,2.5437,33,6.2353,0.9719,34,6.2941,0.9245,34,4.6452,1.8237,31,5.5,1.44,34,5.4412,1.1929,34,5.9697,1.1674,33
army,4,5.7813,2.1394,64,3.9104,1.8587,67,4.4063,2.6322,64,6.1045,1.0241,67,6.2419,1.0268,62,5.3621,1.5614,58,3.5758,1.3491,66,6.1818,1.2781,66,6.3548,0.8249,62
aroma,5,5.5313,2.1792,32,6.5758,1.256,33,5.2353,1.3945,34,3.5143,1.7464,35,3.5455,1.8273,33,4.5625,1.7489,32,5.0286,1.424,35,3.3939,1.5752,33,2.7667,1.1455,30
arouse,6,7.6875,1.5297,32,7.1563,1.0929,32,6.5,1.854,32,2.8788,1.4514,33,3.2258,1.6404,31,5.0385,1.5561,26,6,1.2181,31,4.6552,1.267,29,4,1.344,31
aroused,7,8.1515,0.9251,33,7.2647,1.1455,34,5.6667,2.6705,33,2.6364,1.4938,33,4.1471,1.6294,34,5.7576,1.3933,33,6.1714,0.8778,35,4.9412,1.3491,34,4.2424,1.6883,33
array,5,4.1935,2.0386,31,5.7742,0.9742,31,5.1613,1.526,31,2.9697,1.6234,33,2.8387,1.6084,31,3.9615,1.7205,26,6.0968,0.9953,31,4.6897,1.6631,29,3.625,1.2183,32
arrest,6,4.303,2.393,33,2.4571,1.3803,35,3.9118,2.6051,34,4.7813,1.452,32,5.3529,1.5696,34,5.4839,1.6238,31,4.2353,1.2381,34,4.8857,1.0629,35,5.3529,1.0539,34
arrested,8,5.3548,2.3077,31,2.1429,0.9897,35,3,2.2211,30,4.8065,1.2552,31,4.6765,1.6578,34,5.7419,1.4135,31,4.1176,1.0783,34,4.7941,1.4303,34,5.4839,0.8751,31
arrive,6,5.0909,2.4167,33,6.2188,1.1655,32,5.6471,1.5508,34,4.2727,1.503,33,3.8125,1.6477,32,6.0323,0.9995,31,3.0303,0.904,33,4,1.0776,31,3.4848,1.2339,33
arrogant,8,4.5,2.3585,32,2.1563,1.0034,32,5.4516,2.4341,31,3.1935,1.2552,31,3.9688,1.9762,32,5.9286,1.2227,28,5.4375,1.2732,32,4.8333,1.3683,30,5.8438,0.9718,32
arrow,5,4.4,2.3446,35,4.5143,1.2733,35,5.4688,1.8025,32,6.4118,0.8784,34,6.7097,0.4539,31,5.0645,1.848,31,3.0571,1.0675,35,3.0286,1.3833,35,5.1176,1.3008,34
arrows,6,4.4688,1.9841,32,4.7742,1.3127,31,5.25,1.5811,32,6.0333,0.9826,30,6.2813,0.9432,32,4.871,1.8964,31,3.0286,0.8778,35,3.2727,1.503,33,4.8125,1.1022,32
arse,4,5.0938,2.5293,32,3.9706,1.7061,34,5.6667,2.0548,33,6.0625,1.1709,32,6.2941,0.8585,34,6.1034,1.155,29,4.9394,1.4552,33,3.3125,1.5499,32,5.2121,1.7539,33
arsehole,8,4.5758,2.4622,33,2.1471,1.3091,34,4.9706,2.1072,34,4.7941,1.7951,34,5.6765,1.7102,34,5.9394,1.3243,33,5.5,1.2426,34,3.7647,1.733,34,5.8235,1.0137,34
arson,5,5.4063,2.8598,32,2.0588,1.4337,34,5.0882,2.3809,34,4.8485,1.4796,33,4.7059,1.8073,34,4.1212,1.9189,33,5.9394,1.0714,33,5.3939,1.2294,33,5.7576,0.7797,33
art,3,6.3939,2.1873,33,7.0938,1.1821,32,5.9032,1.7106,31,4.3824,2.1559,34,5.7941,1.4096,34,6.2759,1.1714,29,2.4412,0.7353,34,5.375,1.5959,32,2.9394,1.1791,33
artist,6,5.2727,2.233,33,6.9118,1.2688,34,6,1.82,32,5.5,1.7139,32,6.1875,0.9164,32,5.75,1.4299,28,3.2647,1.0378,34,4.4375,1.3679,32,3.2647,1.2201,34
arts,4,5.2258,2.1954,31,6.4286,1.0498,35,5.7429,1.7783,35,3.5429,1.7622,35,4.0882,1.8047,34,5.9697,1.193,33,3.8286,1.521,35,4.697,1.4031,33,2.9394,0.7361,33
ascend,6,5.6765,1.5666,34,6.5758,1.2317,33,6.8182,1.1134,33,3.8,1.5639,35,4.6471,1.5882,34,5.0294,1.6536,34,5.1714,1.1585,35,4.8824,1.0783,34,4.0286,1.0552,35
ascent,6,5.4706,1.7696,34,5.7059,1.4659,34,5.8182,1.6959,33,4.0286,1.4439,35,4.2571,1.4994,35,4.2941,1.7745,34,5.6286,1.0166,35,4.7429,1.3383,35,4.0882,1.0394,34
ashamed,7,4.1818,2.5281,33,1.8438,0.9052,32,2.8182,1.6414,33,2.7273,1.0808,33,3.303,1.5272,33,5.3793,1.6695,29,4.6563,1.2651,32,4.5938,1.4971,32,4.0606,1.0132,33
