"","Q01","Q02","Q03","Q04","Q05","Q06","Q07","Q08","Q09","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q21","Q22","Q23"
"1129",3,4,4,2,3,2,2,1,3,4,2,2,2,3,3,1,1,2,4,2,3,5,5
"1130",4,5,4,3,4,4,1,4,4,4,4,2,4,2,4,4,5,4,2,2,2,5,2
"1131",4,2,2,4,5,4,4,4,1,4,4,3,4,4,4,4,4,5,3,3,4,2,2
"1132",5,2,2,3,3,3,2,3,1,5,4,3,4,3,4,4,4,5,5,3,3,3,1
"1133",5,4,2,5,4,5,4,5,3,4,5,4,5,5,5,4,4,5,4,5,4,3,4
"1134",4,3,2,4,4,4,4,3,2,4,4,3,4,4,3,2,4,5,5,2,4,2,4
"1135",4,5,5,2,2,4,2,2,4,4,4,1,4,2,2,2,2,4,5,1,3,3,4
"1136",4,4,3,4,4,4,4,4,3,4,4,3,4,4,4,4,4,3,5,3,3,4,4
"1137",4,5,2,4,2,5,5,5,2,2,4,3,4,5,4,4,4,5,4,2,4,2,2
"1138",4,4,3,3,3,4,3,4,4,4,3,3,4,3,4,3,3,3,3,3,2,4,4
"1139",5,5,3,4,2,2,2,5,5,4,4,3,2,3,2,3,4,2,3,4,2,3,2
"1140",4,5,3,4,4,4,3,4,4,4,4,4,4,3,3,3,4,4,5,2,3,2,2
"1141",3,5,5,3,3,3,2,4,5,3,2,2,2,4,3,2,3,2,4,5,5,4,2
"1142",5,5,5,4,4,1,1,3,2,2,3,3,3,2,3,3,3,2,5,4,4,5,2
"1143",4,5,4,4,4,4,3,4,5,2,4,3,4,4,2,4,4,4,5,4,3,3,2
"1144",4,5,3,4,4,4,4,4,4,3,4,4,4,4,3,2,3,2,5,1,2,5,2
"1145",3,5,5,2,1,4,3,4,5,4,4,1,3,2,3,2,3,3,4,1,1,3,2
"1146",4,5,3,4,4,5,3,4,4,4,4,4,4,4,2,3,4,4,2,2,2,2,2
"1147",5,2,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,3,4,5,5,5
"1148",3,4,2,3,3,5,5,4,5,2,4,3,4,4,3,2,4,4,3,2,4,2,4
"1149",4,5,5,4,5,5,4,3,3,4,3,3,5,4,2,3,3,4,2,3,4,4,4
"1150",5,5,3,4,4,4,2,4,3,4,5,2,5,4,3,4,4,3,3,2,2,3,2
"1151",4,5,4,4,4,4,4,3,5,4,3,3,4,2,4,3,4,4,5,2,2,5,3
"1152",4,5,3,5,5,5,5,5,4,5,5,4,5,3,4,5,5,3,5,4,5,2,5
"1153",4,5,4,3,3,3,2,3,3,2,3,3,2,2,2,3,2,3,5,1,2,2,4
"1154",3,5,3,3,4,5,4,4,3,4,5,2,4,4,4,4,4,4,3,2,4,4,2
"1155",3,5,5,3,4,1,2,4,3,2,3,3,4,2,2,2,2,2,5,2,3,4,3
"1156",4,5,5,4,1,1,1,4,1,2,3,1,1,1,1,3,1,1,3,1,1,3,2
"1157",3,5,4,4,4,4,2,4,3,4,4,2,3,4,3,2,4,3,4,1,2,2,2
"1158",4,5,1,4,3,5,4,5,5,5,5,5,5,4,3,4,5,5,2,1,3,2,2
"1159",4,5,3,5,4,5,5,4,4,4,4,4,5,5,4,4,4,4,3,1,4,2,2
"1160",4,2,4,4,4,5,4,4,2,4,4,4,4,4,4,4,4,4,4,3,4,2,2
"1161",3,4,3,3,3,5,4,4,3,5,4,3,4,2,4,3,4,3,3,2,3,3,2
"1162",4,5,3,4,4,5,3,4,3,5,4,3,3,4,4,3,4,3,3,3,3,2,3
"1163",4,4,3,4,4,4,4,4,5,4,4,4,4,4,3,3,4,4,3,4,4,2,2
"1164",3,5,5,3,2,4,2,4,5,4,4,2,4,2,2,2,3,3,4,2,2,4,2
"1165",4,5,3,2,4,4,3,4,5,4,4,3,3,3,4,2,4,4,3,3,3,4,5
"1166",4,5,4,3,2,4,3,5,5,3,5,2,4,3,3,4,3,5,1,2,4,3,2
"1167",4,5,5,4,3,5,4,4,5,4,4,4,4,5,4,4,5,5,5,2,4,3,2
"1168",3,5,3,4,3,3,4,5,5,3,5,3,3,2,3,2,4,3,4,1,2,4,2
"1169",4,5,4,4,4,5,3,4,3,2,4,3,4,3,3,3,4,3,4,2,3,3,3
"1170",3,3,3,3,2,3,2,4,3,3,3,3,3,3,3,3,4,3,3,2,3,3,3
"1171",3,5,4,2,2,4,4,4,1,5,4,2,4,2,3,3,2,3,5,1,4,5,5
"1172",4,4,3,3,4,3,3,4,2,4,4,3,4,4,3,4,4,4,3,3,3,3,2
"1173",2,4,5,1,3,1,1,1,3,3,2,3,3,1,3,1,1,1,5,1,1,2,3
"1174",1,5,5,3,1,1,1,2,3,2,1,1,1,2,1,1,1,1,5,1,1,1,1
"1175",3,5,4,3,4,4,4,4,2,4,4,2,2,2,2,2,2,2,5,3,3,5,3
"1176",3,4,3,3,2,5,4,4,3,4,4,3,3,3,4,3,4,4,3,1,2,4,3
"1177",4,4,2,3,3,5,4,3,2,4,3,3,3,3,3,4,3,3,3,2,3,4,2
"1178",4,3,3,2,4,4,4,4,2,4,4,4,5,5,4,4,4,5,4,2,4,2,3
"1179",5,3,3,4,4,4,4,5,3,4,5,3,3,3,3,3,4,4,3,2,3,3,4
"1180",4,4,3,4,2,2,4,3,4,4,3,3,3,3,2,3,3,4,4,4,4,4,2
"1181",3,5,5,3,1,4,1,4,5,4,4,2,3,3,4,2,3,3,3,2,1,4,4
"1182",5,5,4,4,4,5,4,4,3,3,4,3,4,3,3,3,4,5,3,3,3,4,2
"1183",3,4,4,3,4,5,4,4,3,3,4,3,4,4,4,3,4,4,4,1,2,4,2
"1184",3,5,4,4,2,4,2,3,4,4,3,3,3,2,3,3,3,4,1,3,3,2,4
"1185",3,5,4,3,4,4,4,3,2,3,3,2,3,3,2,3,4,3,3,2,3,2,2
"1186",3,4,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,5,4,4,4,4,3
"1187",3,4,3,4,3,4,4,3,3,3,3,3,3,3,2,3,2,3,3,1,2,2,3
"1188",3,4,3,4,4,4,3,4,2,4,4,3,3,3,4,3,4,4,4,3,3,3,2
"1189",4,2,2,4,5,4,4,5,2,4,5,5,5,5,4,4,4,4,4,4,4,1,5
"1190",3,5,4,2,1,4,2,3,4,4,3,2,3,2,4,2,3,3,5,2,2,1,4
"1191",4,5,4,3,2,2,3,4,5,2,4,2,4,3,3,3,4,3,4,2,2,2,2
"1192",4,4,3,5,4,5,4,5,4,4,4,4,3,2,5,4,5,3,2,2,3,2,2
"1193",4,5,2,3,3,5,3,5,2,3,5,3,4,3,4,3,4,3,4,3,4,4,1
"1194",3,4,3,4,3,4,3,4,4,4,4,3,4,3,3,3,4,3,4,2,2,2,3
"1195",3,5,4,1,2,4,3,4,5,3,4,2,4,3,4,2,4,3,4,2,2,5,3
"1196",5,2,2,5,5,2,5,3,3,5,3,5,4,2,2,3,2,5,2,2,2,4,3
"1197",4,5,3,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,3,4,3,3
"1198",4,4,3,4,5,5,5,4,2,4,4,4,4,4,4,4,5,4,2,2,3,3,2
"1199",4,3,3,4,4,4,5,5,5,5,4,4,5,4,4,4,4,4,4,2,4,3,2
"1200",4,4,3,3,3,5,4,4,3,4,5,3,4,4,4,4,5,4,4,2,3,3,1
"1201",3,4,2,3,3,2,4,4,2,3,4,3,4,3,4,2,4,2,5,2,4,4,2
"1202",4,4,4,4,3,4,4,4,2,4,4,3,5,4,5,4,4,4,3,1,3,3,2
"1203",3,1,1,3,2,4,3,3,4,4,3,2,2,2,4,3,3,2,5,1,2,4,2
"1204",3,4,2,3,3,5,4,4,3,4,5,3,3,5,3,3,4,4,5,1,4,3,3
"1205",2,5,5,2,2,2,1,2,1,4,3,1,1,1,2,2,2,1,5,1,2,3,2
"1206",3,5,4,3,2,5,4,3,4,3,3,2,3,2,3,3,3,3,2,2,2,4,2
"1207",5,5,3,5,4,4,4,5,4,3,5,3,4,3,4,4,4,4,4,3,4,4,2
"1208",5,5,1,4,4,5,3,5,5,4,5,3,4,5,4,5,5,5,2,1,4,3,1
"1209",4,4,3,4,3,3,3,4,5,3,4,3,3,3,3,3,4,3,5,4,4,5,4
"1210",3,2,2,5,4,4,4,5,2,4,4,3,4,4,3,3,4,4,3,1,2,3,1
"1211",3,4,4,1,3,4,2,1,5,4,2,1,2,4,2,2,2,3,4,3,2,4,1
"1212",4,4,3,2,4,5,3,4,1,4,4,4,4,4,4,4,4,5,2,2,2,1,1
"1213",3,5,3,3,5,5,5,5,2,5,5,5,5,5,5,5,5,3,5,5,3,5,3
"1214",4,5,2,3,4,4,4,4,1,4,4,3,5,4,4,4,4,4,3,2,4,3,2
"1215",3,1,2,2,3,1,1,2,3,2,2,1,2,3,2,1,2,3,3,2,2,3,1
"1216",3,4,4,4,3,2,2,3,2,4,3,2,3,2,3,4,3,2,4,2,2,5,4
"1217",4,5,3,3,3,4,2,2,4,4,2,2,3,4,4,3,2,3,3,4,3,2,2
"1218",3,5,4,1,4,3,2,2,5,4,2,1,3,2,1,2,3,2,5,1,2,4,5
"1219",5,4,2,3,4,5,4,2,5,4,4,4,5,5,4,3,4,4,3,2,3,2,3
"1220",4,2,2,4,4,5,4,4,3,4,4,4,4,5,4,4,4,5,4,2,4,4,2
"1221",3,5,4,3,2,4,4,4,5,4,4,3,4,4,4,3,4,3,5,1,2,5,1
"1222",3,5,2,4,4,4,2,4,2,4,4,4,4,4,3,3,4,4,3,3,2,4,3
"1223",3,5,4,1,3,3,3,4,2,3,4,1,4,3,3,3,4,2,4,1,2,4,3
"1224",3,5,3,3,4,4,4,4,5,4,4,3,3,3,3,3,4,3,3,2,3,4,2
"1225",4,5,2,4,4,5,5,5,4,4,5,4,4,4,3,4,4,4,3,2,3,4,2
"1226",5,5,2,4,4,4,4,3,5,4,3,3,3,4,3,4,4,3,1,2,2,2,2
"1227",3,5,4,3,2,4,2,2,5,4,3,3,4,4,2,3,3,4,4,1,2,4,2
"1228",3,5,4,3,4,3,3,4,3,3,3,3,3,2,2,3,3,3,4,1,3,5,3
"1229",4,5,4,3,1,4,1,3,1,5,3,2,4,1,3,3,3,3,4,2,3,1,1
"1230",3,4,3,4,4,4,4,4,2,3,4,4,4,4,3,4,4,5,2,3,4,2,2
"1231",4,5,3,4,4,5,3,3,3,4,3,3,4,4,3,3,3,3,3,3,3,3,3
"1232",4,3,4,4,4,3,3,4,2,5,4,3,3,3,4,4,4,2,4,2,3,3,2
"1233",5,5,2,4,4,5,4,4,4,4,4,3,4,4,2,3,4,4,1,4,4,3,1
"1234",3,4,3,2,3,1,2,3,2,2,3,2,3,3,2,3,3,3,5,2,2,3,2
"1235",4,5,4,3,4,5,3,3,3,4,4,3,4,2,3,3,3,4,5,4,4,3,3
"1236",4,2,2,4,3,4,4,5,1,5,5,4,5,4,4,5,5,5,1,4,4,1,1
"1237",2,1,4,2,3,5,4,4,1,5,4,3,5,4,4,3,3,3,4,4,3,2,2
"1238",3,4,5,1,3,5,3,4,4,5,3,2,4,1,3,3,3,3,5,1,4,4,5
"1239",5,3,1,5,5,5,4,4,3,4,4,3,4,5,5,4,4,5,1,3,4,3,4
"1240",3,5,3,3,3,4,4,3,2,4,3,2,5,2,3,3,3,4,3,3,4,3,2
"1241",3,4,3,2,3,3,3,4,4,2,3,3,3,1,3,3,3,3,3,2,4,3,2
"1242",4,4,3,4,4,5,4,4,2,3,4,3,4,3,2,3,3,4,3,3,4,2,2
"1243",5,3,1,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,2,3,4,2,2
"1244",4,4,3,2,3,5,2,2,2,3,3,1,3,4,3,3,1,4,5,2,3,3,5
"1245",3,3,5,1,4,5,5,5,3,5,4,1,4,1,1,1,2,1,5,4,2,3,1
"1246",4,5,4,4,2,4,2,4,5,4,4,3,3,3,3,2,4,3,4,2,3,4,4
"1247",4,4,3,4,3,5,4,4,2,4,4,4,5,4,5,3,4,4,3,4,4,4,2
"1248",3,5,5,3,4,1,1,1,5,3,1,1,2,1,1,2,1,1,5,3,3,4,3
"1249",4,5,5,2,3,4,2,3,5,2,3,1,4,2,2,1,3,2,5,1,1,4,3
"1250",3,5,5,3,4,4,4,4,4,4,4,2,4,4,4,3,4,4,5,1,1,3,4
"1251",4,5,4,4,4,4,4,4,5,5,4,3,4,4,4,4,4,4,5,2,4,4,2
"1252",3,5,5,2,3,2,1,3,4,4,4,2,2,2,4,1,2,3,4,1,1,2,2
"1253",4,5,3,2,4,1,3,3,3,2,3,2,1,2,3,3,3,2,5,3,3,3,2
"1254",4,4,3,4,4,5,5,5,2,3,5,4,4,3,4,4,4,4,3,4,3,3,2
"1255",4,4,5,3,2,4,3,3,2,4,4,2,5,4,4,3,3,4,5,3,3,2,2
"1256",4,5,4,3,4,4,2,4,5,5,4,3,4,3,2,3,4,4,4,1,2,2,2
"1257",4,4,2,4,4,4,3,4,2,4,4,4,5,4,4,4,3,3,3,2,3,3,1
"1258",3,5,4,2,3,4,2,3,4,2,3,1,3,1,4,2,3,2,3,1,3,2,2
"1259",3,4,1,3,2,4,4,3,2,4,3,3,3,3,4,4,4,3,4,4,4,3,2
"1260",3,5,4,3,4,2,1,3,5,3,2,3,3,3,3,2,4,4,5,2,3,4,2
"1261",3,3,3,3,3,4,3,2,3,4,3,3,3,3,3,3,3,3,3,2,2,3,2
"1262",4,4,3,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"1263",5,5,5,3,3,4,5,4,2,4,4,3,4,3,4,3,4,5,4,2,2,4,3
"1264",3,4,2,4,4,5,2,2,2,5,3,1,3,3,4,2,2,3,5,1,2,2,2
"1265",3,5,5,2,2,4,4,4,5,3,4,2,3,3,4,3,4,3,5,1,2,5,2
"1266",3,5,3,3,4,4,5,4,5,4,3,3,4,3,4,3,4,3,5,1,4,5,1
"1267",4,5,4,3,3,5,2,3,2,4,2,3,3,3,4,3,2,2,4,4,4,2,2
"1268",5,5,5,4,2,2,1,4,5,5,5,1,4,4,4,4,4,4,5,2,4,5,3
"1269",4,4,3,4,4,5,5,4,2,5,4,4,5,4,4,4,4,5,2,4,4,2,2
"1270",3,4,3,3,3,4,3,4,4,4,4,3,5,3,3,3,4,3,4,3,3,3,2
"1271",5,5,4,5,5,5,5,5,3,4,3,2,3,2,3,2,3,2,3,2,2,2,2
"1272",5,5,3,3,4,1,1,4,4,4,3,3,3,1,1,1,4,1,1,4,1,3,3
"1273",3,5,4,3,3,4,3,4,2,4,4,3,4,3,3,3,4,3,4,4,3,4,2
"1274",4,5,2,4,4,5,4,4,4,5,5,4,5,5,5,3,4,5,5,4,4,4,2
"1275",4,5,2,3,4,5,4,3,5,4,4,3,3,3,3,4,3,4,4,1,3,3,3
"1276",4,4,2,3,4,4,4,4,2,4,4,3,4,3,4,4,4,4,4,2,4,3,2
"1277",4,4,4,4,3,5,4,3,5,5,3,2,4,2,4,2,3,4,5,2,4,2,2
"1278",1,5,1,1,3,3,3,5,1,2,5,3,1,3,1,1,3,5,5,4,2,5,1
"1279",3,4,5,2,3,3,2,3,5,3,1,2,3,3,2,2,3,2,5,2,3,5,3
"1280",4,4,3,3,2,4,4,3,3,4,2,3,3,3,1,4,3,4,4,3,3,4,2
"1281",3,5,2,5,4,4,4,4,4,4,4,3,4,3,3,2,4,4,4,2,3,4,3
"1282",3,5,4,2,4,4,2,4,3,4,3,3,4,3,4,3,4,4,5,2,2,3,3
"1283",3,5,5,2,2,4,3,4,2,3,4,4,5,4,4,3,3,4,5,1,1,3,3
"1284",5,4,3,4,4,2,4,3,2,2,4,4,2,2,3,3,3,4,5,1,2,2,4
"1285",2,5,4,2,2,4,2,4,4,1,1,5,5,5,1,2,3,5,1,1,4,3,1
"1286",2,5,5,2,2,4,4,4,5,3,4,2,4,4,4,2,3,2,4,1,2,4,2
"1287",3,5,5,1,2,4,4,4,5,4,4,1,5,3,5,1,4,3,5,1,3,4,1
"1288",4,4,3,2,4,3,1,3,2,5,5,1,2,2,4,4,2,1,1,3,1,1,1
"1289",3,4,3,2,2,2,2,3,4,2,3,2,2,2,2,2,2,2,4,2,2,3,2
"1290",3,5,5,2,4,4,1,5,5,3,3,1,3,2,4,4,3,3,3,4,2,2,2
"1291",4,5,4,3,3,3,3,4,5,3,4,3,3,3,3,3,3,4,4,3,3,4,3
"1292",4,5,3,3,2,4,1,4,2,3,3,3,2,3,1,4,4,2,4,2,2,2,1
"1293",3,5,4,3,2,5,4,3,1,1,4,2,4,4,3,3,3,3,2,1,2,2,2
"1294",4,5,3,4,3,5,5,5,5,4,5,3,5,5,3,4,4,5,2,3,4,4,3
"1295",4,5,2,4,3,4,5,5,1,3,5,3,5,4,2,3,4,5,1,2,4,3,4
"1296",4,5,5,3,3,5,5,3,5,5,4,3,4,3,4,2,4,4,5,2,3,3,2
"1297",4,5,5,2,2,2,2,5,3,2,2,3,2,4,1,2,2,3,4,2,1,4,4
"1298",3,5,3,4,4,4,3,5,1,5,5,3,4,4,3,3,4,4,5,1,2,2,1
"1299",4,5,5,3,1,5,3,4,5,3,4,3,4,2,3,1,3,2,4,3,3,4,3
"1300",3,5,5,2,2,4,2,3,4,2,4,2,3,1,2,1,4,2,5,3,3,3,2
"1301",3,3,5,4,5,5,3,4,5,5,3,4,4,5,4,3,3,5,5,2,4,3,3
"1302",4,5,3,3,3,5,3,4,3,4,4,3,5,3,3,3,4,5,3,3,3,3,3
"1303",2,5,4,2,1,4,4,1,4,4,3,3,4,3,3,2,2,2,5,2,2,3,2
"1304",5,4,2,4,4,4,4,5,3,4,4,3,4,4,4,4,5,4,3,3,3,2,2
"1305",3,4,3,3,4,4,3,4,2,3,3,3,4,3,4,3,3,4,4,2,2,3,3
"1306",2,5,4,2,3,3,4,1,5,3,1,1,1,3,2,2,2,1,5,1,3,3,4
"1307",4,2,3,4,4,3,2,4,2,4,4,3,3,2,2,3,4,3,4,2,2,2,2
"1308",4,5,2,4,4,4,4,4,4,2,4,4,3,4,3,3,4,4,4,2,4,4,2
"1309",4,2,2,3,4,4,3,4,2,3,4,4,4,3,3,4,4,4,5,1,3,2,2
"1310",4,2,4,2,4,4,2,4,2,4,4,2,3,4,4,4,4,3,4,3,3,4,2
"1311",3,5,4,3,1,4,3,3,2,3,4,3,4,3,4,3,4,3,5,3,3,4,2
"1312",4,5,2,4,3,5,4,4,3,4,4,4,4,4,4,4,3,5,4,4,4,5,3
"1313",5,5,3,4,4,4,4,4,4,2,4,4,3,4,4,3,4,4,4,3,3,4,3
"1314",4,5,3,5,4,3,3,5,3,4,5,4,4,3,5,3,5,3,4,3,3,4,2
"1315",3,5,3,4,3,4,4,3,3,4,3,4,4,4,3,3,3,4,2,4,4,2,1
"1316",4,5,4,3,4,5,4,4,5,4,4,2,4,4,3,4,4,3,5,1,1,3,5
"1317",4,4,3,3,3,4,2,4,3,4,4,3,2,2,4,4,4,3,5,2,2,3,4
"1318",4,4,3,4,3,4,3,4,3,4,5,4,5,3,4,4,4,5,5,3,4,2,2
"1319",4,4,3,5,5,5,4,4,2,4,4,3,4,4,4,4,4,3,5,2,4,2,2
"1320",4,4,3,4,4,4,1,4,2,2,4,2,4,2,3,3,4,4,4,1,1,2,1
"1321",4,4,2,4,4,5,5,5,2,4,5,3,4,5,4,3,5,4,5,1,3,3,2
"1322",2,4,3,4,4,4,4,4,4,3,3,3,4,2,2,2,4,4,3,2,2,1,1
"1323",4,5,4,4,5,4,4,4,5,3,4,3,3,3,4,2,3,3,4,2,2,3,3
"1324",5,3,1,5,4,5,4,5,2,4,5,3,4,4,4,4,5,4,3,2,4,2,2
"1325",4,5,4,4,5,4,4,5,5,5,5,3,4,4,3,3,4,5,3,2,3,5,2
"1326",2,5,5,2,1,1,1,3,2,3,3,1,1,1,2,2,2,2,2,1,5,1,1
"1327",2,5,5,4,4,2,2,1,4,2,1,1,1,1,1,2,1,1,5,1,2,4,3
"1328",2,4,3,1,3,1,1,3,2,2,3,3,3,4,2,2,2,1,2,1,1,3,2
"1329",4,5,4,3,4,4,3,4,5,4,4,3,3,3,2,3,3,2,5,1,3,1,1
"1330",4,2,3,4,2,5,3,3,2,4,4,3,4,4,3,3,4,3,4,2,3,4,2
"1331",4,5,3,3,4,4,4,4,5,4,4,3,4,3,3,4,4,4,4,2,4,4,3
"1332",3,3,4,3,2,3,2,3,2,1,3,3,4,2,3,3,3,3,4,4,3,4,3
"1333",3,4,5,2,3,4,2,2,2,5,3,3,4,4,2,2,3,1,5,2,2,3,1
"1334",3,4,3,3,2,5,2,4,4,4,5,4,4,4,5,3,4,3,4,2,3,2,2
"1335",4,4,3,4,4,5,4,4,2,3,3,4,5,4,3,2,5,5,4,2,2,2,2
"1336",4,5,4,3,4,4,4,5,5,3,4,2,3,4,3,4,4,3,3,2,4,4,1
"1337",4,5,4,5,4,2,4,5,3,4,5,4,4,2,2,3,4,4,4,1,2,4,5
"1338",3,5,5,4,4,5,1,3,3,5,3,3,4,4,3,3,4,5,3,1,1,5,2
"1339",3,5,4,3,3,4,2,4,2,4,4,2,3,3,4,3,4,3,4,2,2,4,4
"1340",4,5,4,3,4,4,2,4,1,4,4,3,3,2,4,4,4,3,4,4,1,2,1
"1341",4,5,5,4,4,3,1,4,4,2,3,4,3,3,2,4,3,3,5,1,2,2,1
"1342",3,4,3,4,4,2,3,4,4,5,4,3,4,3,3,4,3,3,3,3,4,3,2
"1343",3,5,5,2,3,4,4,3,5,4,2,3,3,1,2,2,4,3,5,1,2,4,1
"1344",3,4,3,3,2,2,3,4,4,2,4,3,3,3,4,3,4,4,5,2,3,4,2
"1345",4,3,4,4,3,3,3,4,4,3,4,3,3,3,3,3,4,3,3,3,3,4,3
"1346",4,5,3,3,3,5,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,4,4
"1347",2,5,4,3,2,4,2,4,5,4,5,3,2,3,2,2,4,3,5,4,3,2,3
"1348",3,4,4,3,4,4,2,3,4,3,4,3,3,2,4,3,3,2,4,4,4,2,2
"1349",5,3,1,4,4,5,5,4,4,4,5,5,5,4,4,4,5,5,4,4,4,2,1
"1350",4,5,5,3,3,4,1,3,3,4,3,3,4,2,5,4,4,5,5,1,3,4,3
"1351",3,4,4,3,2,4,4,4,5,3,4,2,3,3,4,3,3,2,5,1,2,3,3
"1352",4,5,3,4,3,4,4,4,3,4,4,3,4,4,4,3,4,3,4,3,3,4,2
"1353",3,5,3,3,3,1,2,3,3,4,5,3,2,5,2,3,4,3,4,2,2,5,5
"1354",3,4,4,3,2,4,3,3,3,4,3,2,4,3,4,3,3,3,5,2,3,3,4
"1355",3,5,4,3,2,4,3,3,4,2,3,2,4,3,4,3,4,3,5,2,2,4,2
"1356",2,5,5,2,1,1,3,5,1,1,1,1,1,1,1,1,1,1,5,1,1,5,3
"1357",1,5,5,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,5,1,1,5,5
"1358",4,5,4,5,5,5,4,4,5,3,4,4,4,4,4,3,4,4,5,3,4,3,2
"1359",4,5,5,1,4,4,3,1,5,5,3,2,4,3,1,4,2,3,2,1,1,1,5
"1360",4,4,3,2,4,3,3,4,4,3,4,3,4,3,3,3,3,4,4,2,3,3,2
"1361",2,3,1,4,3,4,4,4,2,4,4,2,4,4,4,3,4,4,3,3,4,3,2
"1362",3,5,4,2,4,3,2,3,4,4,3,2,3,3,2,3,3,4,5,2,2,5,3
"1363",4,3,3,4,4,4,3,3,2,4,3,3,3,3,3,3,3,4,5,2,3,3,3
"1364",4,5,4,1,2,4,2,3,4,1,3,2,2,3,2,4,4,2,5,2,2,4,4
"1365",4,4,3,3,4,5,4,3,2,4,4,3,4,4,4,3,3,3,3,4,3,4,2
"1366",3,4,4,4,3,4,4,3,2,4,3,3,3,3,3,3,3,3,4,2,2,4,3
"1367",4,5,4,3,4,4,3,4,2,4,4,4,4,4,2,4,3,4,5,2,4,4,2
"1368",3,5,2,3,4,4,3,4,4,3,4,4,4,4,2,3,4,4,4,2,2,2,2
"1369",4,4,2,3,4,4,3,3,2,4,4,3,4,2,3,3,2,4,4,3,2,2,2
"1370",3,5,4,3,3,4,2,3,4,4,3,2,3,2,2,2,3,2,4,3,2,3,3
"1371",3,4,4,4,4,4,2,4,3,5,4,1,2,3,5,4,3,4,5,2,4,5,2
"1372",3,5,4,3,4,4,3,3,3,3,4,3,4,2,4,3,3,4,4,1,2,1,3
"1373",4,2,3,4,4,3,3,4,2,4,4,3,4,4,2,4,4,4,3,3,3,2,3
"1374",4,5,5,3,3,5,3,4,2,4,4,4,3,1,4,3,4,1,3,1,1,3,2
"1375",5,3,1,3,5,1,2,5,3,2,5,3,5,3,5,5,5,3,5,2,1,1,1
"1376",4,2,4,2,2,4,1,3,1,4,4,2,4,2,4,2,2,1,5,1,1,3,2
"1377",4,5,3,3,3,5,4,4,5,4,5,3,2,3,4,3,4,4,4,1,2,5,1
"1378",5,5,5,2,2,5,1,2,1,4,3,2,4,1,2,1,3,4,4,2,3,4,2
"1379",3,5,2,4,2,5,5,2,5,4,3,2,2,5,5,3,3,5,4,2,3,5,4
"1380",4,2,3,3,2,4,2,3,4,4,3,3,4,4,4,4,3,3,2,2,3,4,3
"1381",4,5,3,4,3,4,4,4,4,4,4,4,3,3,3,4,3,4,4,3,3,2,2
"1382",5,4,2,3,2,4,3,3,3,4,4,2,3,4,4,4,4,4,4,2,3,3,3
"1383",5,4,2,4,4,5,5,5,2,5,5,5,5,5,5,5,5,4,3,2,4,2,2
"1384",3,5,5,3,5,4,1,4,1,5,4,1,3,3,4,3,4,3,5,4,3,3,1
"1385",2,5,3,3,2,2,2,5,2,4,4,3,4,2,4,2,4,4,5,2,2,2,1
"1386",4,5,4,2,2,2,2,5,5,5,5,2,2,2,2,4,4,2,2,1,4,2,3
"1387",4,4,3,3,3,4,3,2,2,3,3,3,4,2,3,3,2,2,5,1,2,4,3
"1388",4,5,3,4,3,4,4,4,3,4,4,3,4,4,3,4,4,4,4,2,3,3,3
"1389",3,5,4,3,4,4,2,4,4,4,3,3,4,1,1,1,3,4,5,2,2,3,3
"1390",4,4,4,3,3,4,2,5,3,5,4,3,4,3,4,3,4,4,3,3,3,2,3
"1391",4,4,2,4,3,5,5,4,3,5,3,5,4,3,5,5,4,5,2,4,4,3,1
"1392",4,3,3,4,2,1,1,3,1,4,4,3,2,2,1,2,4,2,3,2,2,3,2
"1393",3,4,2,4,4,4,3,3,4,2,4,2,3,3,2,4,3,4,5,2,3,4,2
"1394",4,4,3,3,2,4,4,4,3,4,4,3,4,2,4,3,3,3,2,2,4,3,2
"1395",3,4,4,1,3,4,2,4,5,3,5,1,2,3,2,2,4,3,4,3,2,2,1
"1396",3,4,3,2,4,5,5,3,4,4,2,4,4,4,4,3,4,4,4,2,3,4,2
"1397",2,5,4,3,2,4,1,2,3,4,2,2,2,3,3,2,1,2,5,1,2,5,2
"1398",5,5,5,3,2,5,1,5,5,5,5,1,5,3,1,1,3,3,5,1,1,5,5
"1399",4,5,3,3,5,5,5,4,3,5,4,3,5,3,5,3,5,5,5,3,3,3,3
"1400",3,4,4,3,3,5,2,4,2,5,5,4,5,4,3,2,3,4,4,1,5,4,5
"1401",5,4,1,4,4,5,4,4,2,3,5,4,4,4,4,4,4,4,3,3,4,2,2
"1402",4,5,2,4,3,4,4,4,3,3,4,3,4,4,4,3,4,4,3,3,3,3,2
"1403",4,5,3,4,4,4,4,4,4,4,4,2,4,4,4,4,4,3,4,4,4,4,3
"1404",5,4,3,3,4,4,4,4,2,4,4,3,4,4,4,4,4,4,4,3,4,2,2
"1405",4,5,5,3,3,4,4,4,2,4,3,2,4,3,3,4,3,3,5,2,3,4,2
"1406",3,4,4,3,2,1,1,4,4,3,3,2,2,2,2,3,3,1,4,1,1,4,2
